=== Energy Consumption Metrics ===

Total Duration: 16849.00 seconds
Average CPU Power: 0.69 Watts
Average RAM Power: 3.05 Watts
Average GPU Power: 54.42 Watts
Total Energy Consumption: 0.9800 Mega Joules

=== Detailed Measurements ===
Round global, start: 25.46W (CPU: 4.11W, RAM: 1.93W, GPU: 19.42W)
Round 34, node_1_smpc_complete: 23.53W (CPU: 0.09W, RAM: 3.14W, GPU: 20.30W)
Round 34, node_2_training_start: 23.31W (CPU: 0.00W, RAM: 3.14W, GPU: 20.17W)
Round 34, node_2_training_complete: 127.76W (CPU: 2.01W, RAM: 3.15W, GPU: 122.60W)
Round 34, node_2_smpc_start: 125.75W (CPU: 0.00W, RAM: 3.15W, GPU: 122.60W)
Round 34, node_2_smpc_complete: 23.55W (CPU: 0.09W, RAM: 3.14W, GPU: 20.33W)
Round 34, node_3_training_start: 23.44W (CPU: 0.00W, RAM: 3.14W, GPU: 20.30W)
Round 34, node_3_training_complete: 119.93W (CPU: 1.92W, RAM: 3.16W, GPU: 114.85W)
Round 34, node_3_smpc_start: 118.01W (CPU: 0.00W, RAM: 3.16W, GPU: 114.85W)
Round 34, node_3_smpc_complete: 23.34W (CPU: 0.09W, RAM: 3.11W, GPU: 20.14W)
Round 34, aggregation_start: 23.24W (CPU: 0.00W, RAM: 3.11W, GPU: 20.12W)
Round 34, aggregation_complete: 28.49W (CPU: 1.71W, RAM: 3.11W, GPU: 23.67W)
Round 35, cluster_generation_start: 23.25W (CPU: 0.03W, RAM: 3.11W, GPU: 20.11W)
Round 35, cluster_generation_complete: 23.22W (CPU: 0.00W, RAM: 3.11W, GPU: 20.11W)
Round 35, node_1_training_start: 23.22W (CPU: 0.00W, RAM: 3.11W, GPU: 20.11W)
Round 35, node_1_training_complete: 115.40W (CPU: 1.86W, RAM: 3.13W, GPU: 110.41W)
Round 35, node_1_smpc_start: 113.54W (CPU: 0.00W, RAM: 3.13W, GPU: 110.41W)
Round 35, node_1_smpc_complete: 24.56W (CPU: 0.09W, RAM: 3.14W, GPU: 21.33W)
Round 35, node_2_training_start: 23.46W (CPU: 0.00W, RAM: 3.14W, GPU: 20.33W)
Round 35, node_2_training_complete: 122.98W (CPU: 1.95W, RAM: 3.14W, GPU: 117.90W)
Round 35, node_2_smpc_start: 136.03W (CPU: 15.00W, RAM: 3.14W, GPU: 117.90W)
Round 35, node_2_smpc_complete: 23.69W (CPU: 0.09W, RAM: 3.12W, GPU: 20.48W)
Round 35, node_3_training_start: 23.17W (CPU: 0.00W, RAM: 3.12W, GPU: 20.05W)
Round 35, node_3_training_complete: 125.14W (CPU: 1.92W, RAM: 3.13W, GPU: 120.10W)
Round 35, node_3_smpc_start: 123.22W (CPU: 0.00W, RAM: 3.13W, GPU: 120.10W)
Round 35, node_3_smpc_complete: 23.39W (CPU: 0.09W, RAM: 3.13W, GPU: 20.17W)
Round 35, aggregation_start: 23.45W (CPU: 0.00W, RAM: 3.13W, GPU: 20.32W)
Round 35, aggregation_complete: 23.45W (CPU: 0.00W, RAM: 3.13W, GPU: 20.32W)
Round 36, cluster_generation_start: 23.56W (CPU: 0.00W, RAM: 3.13W, GPU: 20.43W)
Round 36, cluster_generation_complete: 23.56W (CPU: 0.00W, RAM: 3.13W, GPU: 20.43W)
Round 36, node_1_training_start: 23.56W (CPU: 0.00W, RAM: 3.13W, GPU: 20.43W)
Round 36, node_1_training_complete: 116.61W (CPU: 1.77W, RAM: 3.15W, GPU: 111.69W)
Round 36, node_1_smpc_start: 114.84W (CPU: 0.00W, RAM: 3.15W, GPU: 111.69W)
Round 36, node_1_smpc_complete: 23.90W (CPU: 0.09W, RAM: 3.15W, GPU: 20.66W)
Round 36, node_2_training_start: 23.54W (CPU: 0.00W, RAM: 3.15W, GPU: 20.39W)
Round 36, node_2_training_complete: 118.30W (CPU: 1.83W, RAM: 3.18W, GPU: 113.29W)
Round 36, node_2_smpc_start: 116.47W (CPU: 0.00W, RAM: 3.18W, GPU: 113.29W)
Round 36, node_2_smpc_complete: 24.12W (CPU: 0.09W, RAM: 3.14W, GPU: 20.90W)
Round 36, node_3_training_start: 23.97W (CPU: 0.00W, RAM: 3.14W, GPU: 20.83W)
Round 36, node_3_training_complete: 125.81W (CPU: 1.86W, RAM: 3.15W, GPU: 120.80W)
Round 36, node_3_smpc_start: 123.95W (CPU: 0.00W, RAM: 3.15W, GPU: 120.80W)
Round 36, node_3_smpc_complete: 23.76W (CPU: 0.09W, RAM: 3.17W, GPU: 20.51W)
Round 36, aggregation_start: 24.37W (CPU: 0.00W, RAM: 3.16W, GPU: 21.21W)
Round 36, aggregation_complete: 27.90W (CPU: 1.74W, RAM: 3.16W, GPU: 23.01W)
Round 37, cluster_generation_start: 23.83W (CPU: 0.03W, RAM: 3.15W, GPU: 20.65W)
Round 37, cluster_generation_complete: 31.30W (CPU: 7.50W, RAM: 3.15W, GPU: 20.65W)
Round 37, node_1_training_start: 23.80W (CPU: 0.00W, RAM: 3.15W, GPU: 20.65W)
Round 37, node_1_training_complete: 115.83W (CPU: 1.92W, RAM: 3.17W, GPU: 110.73W)
Round 37, node_1_smpc_start: 113.91W (CPU: 0.00W, RAM: 3.17W, GPU: 110.73W)
Round 37, node_1_smpc_complete: 23.39W (CPU: 0.09W, RAM: 3.16W, GPU: 20.14W)
Round 37, node_2_training_start: 23.62W (CPU: 0.00W, RAM: 3.16W, GPU: 20.46W)
Round 37, node_2_training_complete: 123.40W (CPU: 2.04W, RAM: 3.18W, GPU: 118.18W)
Round 37, node_2_smpc_start: 121.36W (CPU: 0.00W, RAM: 3.18W, GPU: 118.18W)
Round 37, node_2_smpc_complete: 23.71W (CPU: 0.09W, RAM: 3.15W, GPU: 20.47W)
Round 37, node_3_training_start: 23.71W (CPU: 0.00W, RAM: 3.15W, GPU: 20.56W)
Round 37, node_3_training_complete: 111.76W (CPU: 1.89W, RAM: 3.18W, GPU: 106.69W)
Round 37, node_3_smpc_start: 109.87W (CPU: 0.00W, RAM: 3.18W, GPU: 106.69W)
Round 37, node_3_smpc_complete: 23.32W (CPU: 0.09W, RAM: 3.16W, GPU: 20.07W)
Round 37, aggregation_start: 23.62W (CPU: 0.00W, RAM: 3.16W, GPU: 20.46W)
Round 37, aggregation_complete: 23.62W (CPU: 0.00W, RAM: 3.16W, GPU: 20.46W)
Round 38, cluster_generation_start: 23.89W (CPU: 0.00W, RAM: 3.16W, GPU: 20.74W)
Round 38, cluster_generation_complete: 23.89W (CPU: 0.00W, RAM: 3.16W, GPU: 20.74W)
Round 38, node_1_training_start: 23.89W (CPU: 0.00W, RAM: 3.16W, GPU: 20.74W)
Round 38, node_1_training_complete: 116.06W (CPU: 1.86W, RAM: 3.21W, GPU: 110.99W)
Round 38, node_1_smpc_start: 114.20W (CPU: 0.00W, RAM: 3.21W, GPU: 110.99W)
Round 38, node_1_smpc_complete: 23.85W (CPU: 0.09W, RAM: 3.19W, GPU: 20.57W)
Round 38, node_2_training_start: 23.79W (CPU: 0.00W, RAM: 3.19W, GPU: 20.60W)
Round 38, node_2_training_complete: 127.67W (CPU: 1.89W, RAM: 3.22W, GPU: 122.56W)
Round 38, node_2_smpc_start: 125.78W (CPU: 0.00W, RAM: 3.22W, GPU: 122.56W)
Round 38, node_2_smpc_complete: 23.95W (CPU: 0.09W, RAM: 3.17W, GPU: 20.69W)
Round 38, node_3_training_start: 23.79W (CPU: 0.00W, RAM: 3.17W, GPU: 20.62W)
Round 38, node_3_training_complete: 106.20W (CPU: 1.71W, RAM: 3.18W, GPU: 101.30W)
Round 38, node_3_smpc_start: 119.49W (CPU: 15.00W, RAM: 3.18W, GPU: 101.30W)
Round 38, node_3_smpc_complete: 23.50W (CPU: 0.09W, RAM: 3.15W, GPU: 20.26W)
Round 38, aggregation_start: 23.42W (CPU: 0.00W, RAM: 3.16W, GPU: 20.26W)
Round 38, aggregation_complete: 26.73W (CPU: 1.83W, RAM: 3.16W, GPU: 21.75W)
Round 39, cluster_generation_start: 23.34W (CPU: 0.03W, RAM: 3.15W, GPU: 20.16W)
Round 39, cluster_generation_complete: 23.31W (CPU: 0.00W, RAM: 3.15W, GPU: 20.16W)
Round 39, node_1_training_start: 38.31W (CPU: 15.00W, RAM: 3.15W, GPU: 20.16W)
Round 39, node_1_training_complete: 115.60W (CPU: 1.65W, RAM: 3.18W, GPU: 110.77W)
Round 39, node_1_smpc_start: 113.95W (CPU: 0.00W, RAM: 3.18W, GPU: 110.77W)
Round 39, node_1_smpc_complete: 23.94W (CPU: 0.09W, RAM: 3.18W, GPU: 20.67W)
Round 39, node_2_training_start: 23.85W (CPU: 0.00W, RAM: 3.18W, GPU: 20.67W)
Round 39, node_2_training_complete: 122.62W (CPU: 1.86W, RAM: 3.20W, GPU: 117.56W)
Round 39, node_2_smpc_start: 120.76W (CPU: 0.00W, RAM: 3.20W, GPU: 117.56W)
Round 39, node_2_smpc_complete: 24.11W (CPU: 0.09W, RAM: 3.20W, GPU: 20.83W)
Round 39, node_3_training_start: 23.91W (CPU: 0.00W, RAM: 3.20W, GPU: 20.71W)
Round 39, node_3_training_complete: 115.71W (CPU: 1.71W, RAM: 3.22W, GPU: 110.78W)
Round 39, node_3_smpc_start: 114.00W (CPU: 0.00W, RAM: 3.22W, GPU: 110.78W)
Round 39, node_3_smpc_complete: 24.65W (CPU: 0.09W, RAM: 3.18W, GPU: 21.39W)
Round 39, aggregation_start: 23.52W (CPU: 0.00W, RAM: 3.18W, GPU: 20.34W)
Round 39, aggregation_complete: 27.38W (CPU: 1.80W, RAM: 3.18W, GPU: 22.40W)
Round 40, cluster_generation_start: 24.17W (CPU: 0.03W, RAM: 3.16W, GPU: 20.98W)
Round 40, cluster_generation_complete: 24.14W (CPU: 0.00W, RAM: 3.16W, GPU: 20.98W)
Round 40, node_1_training_start: 24.14W (CPU: 0.00W, RAM: 3.16W, GPU: 20.98W)
Round 40, node_1_training_complete: 101.68W (CPU: 1.83W, RAM: 3.18W, GPU: 96.67W)
Round 40, node_1_smpc_start: 99.85W (CPU: 0.00W, RAM: 3.18W, GPU: 96.67W)
Round 40, node_1_smpc_complete: 23.92W (CPU: 0.09W, RAM: 3.16W, GPU: 20.67W)
Round 40, node_2_training_start: 23.35W (CPU: 0.00W, RAM: 3.16W, GPU: 20.19W)
Round 40, node_2_training_complete: 114.58W (CPU: 1.89W, RAM: 3.17W, GPU: 109.52W)
Round 40, node_2_smpc_start: 112.69W (CPU: 0.00W, RAM: 3.17W, GPU: 109.52W)
Round 40, node_2_smpc_complete: 23.58W (CPU: 0.09W, RAM: 3.18W, GPU: 20.31W)
Round 40, node_3_training_start: 23.17W (CPU: 0.00W, RAM: 3.18W, GPU: 19.99W)
Round 40, node_3_training_complete: 107.94W (CPU: 1.71W, RAM: 3.20W, GPU: 103.03W)
Round 40, node_3_smpc_start: 106.23W (CPU: 0.00W, RAM: 3.20W, GPU: 103.03W)
Round 40, node_3_smpc_complete: 23.52W (CPU: 0.09W, RAM: 3.19W, GPU: 20.24W)
Round 40, aggregation_start: 23.60W (CPU: 0.00W, RAM: 3.19W, GPU: 20.41W)
Round 40, aggregation_complete: 23.60W (CPU: 0.00W, RAM: 3.19W, GPU: 20.41W)
Round 41, cluster_generation_start: 23.26W (CPU: 0.00W, RAM: 3.19W, GPU: 20.07W)
Round 41, cluster_generation_complete: 23.26W (CPU: 0.00W, RAM: 3.19W, GPU: 20.07W)
Round 41, node_1_training_start: 23.26W (CPU: 0.00W, RAM: 3.19W, GPU: 20.07W)
Round 41, node_1_training_complete: 129.28W (CPU: 1.92W, RAM: 3.19W, GPU: 124.17W)
Round 41, node_1_smpc_start: 127.36W (CPU: 0.00W, RAM: 3.19W, GPU: 124.17W)
Round 41, node_1_smpc_complete: 24.00W (CPU: 0.09W, RAM: 3.19W, GPU: 20.71W)
Round 41, node_2_training_start: 23.55W (CPU: 0.00W, RAM: 3.19W, GPU: 20.36W)
Round 41, node_2_training_complete: 114.97W (CPU: 1.92W, RAM: 3.20W, GPU: 109.84W)
Round 41, node_2_smpc_start: 113.05W (CPU: 0.00W, RAM: 3.20W, GPU: 109.84W)
Round 41, node_2_smpc_complete: 23.79W (CPU: 0.09W, RAM: 3.19W, GPU: 20.51W)
Round 41, node_3_training_start: 22.94W (CPU: 0.00W, RAM: 3.19W, GPU: 19.75W)
Round 41, node_3_training_complete: 115.18W (CPU: 1.80W, RAM: 3.20W, GPU: 110.18W)
Round 41, node_3_smpc_start: 113.38W (CPU: 0.00W, RAM: 3.20W, GPU: 110.18W)
Round 41, node_3_smpc_complete: 23.38W (CPU: 0.09W, RAM: 3.19W, GPU: 20.10W)
Round 41, aggregation_start: 23.42W (CPU: 0.00W, RAM: 3.19W, GPU: 20.23W)
Round 41, aggregation_complete: 27.28W (CPU: 1.74W, RAM: 3.19W, GPU: 22.35W)
Round 42, cluster_generation_start: 23.27W (CPU: 0.03W, RAM: 3.18W, GPU: 20.05W)
Round 42, cluster_generation_complete: 23.24W (CPU: 0.00W, RAM: 3.18W, GPU: 20.05W)
Round 42, node_1_training_start: 23.24W (CPU: 0.00W, RAM: 3.18W, GPU: 20.05W)
Round 42, node_1_training_complete: 113.76W (CPU: 1.86W, RAM: 3.20W, GPU: 108.70W)
Round 42, node_1_smpc_start: 111.90W (CPU: 0.00W, RAM: 3.20W, GPU: 108.70W)
Round 42, node_1_smpc_complete: 23.23W (CPU: 0.09W, RAM: 3.17W, GPU: 19.97W)
Round 42, node_2_training_start: 23.23W (CPU: 0.00W, RAM: 3.17W, GPU: 20.07W)
Round 42, node_2_training_complete: 125.06W (CPU: 2.07W, RAM: 3.21W, GPU: 119.79W)
Round 42, node_2_smpc_start: 122.99W (CPU: 0.00W, RAM: 3.21W, GPU: 119.79W)
Round 42, node_2_smpc_complete: 23.09W (CPU: 0.09W, RAM: 3.19W, GPU: 19.80W)
Round 42, node_3_training_start: 22.88W (CPU: 0.00W, RAM: 3.19W, GPU: 19.69W)
Round 42, node_3_training_complete: 112.77W (CPU: 1.80W, RAM: 3.20W, GPU: 107.77W)
Round 42, node_3_smpc_start: 110.97W (CPU: 0.00W, RAM: 3.20W, GPU: 107.77W)
Round 42, node_3_smpc_complete: 23.33W (CPU: 0.09W, RAM: 3.20W, GPU: 20.04W)
Round 42, aggregation_start: 23.48W (CPU: 0.00W, RAM: 3.20W, GPU: 20.28W)
Round 42, aggregation_complete: 23.48W (CPU: 0.00W, RAM: 3.20W, GPU: 20.28W)
Round 43, cluster_generation_start: 23.46W (CPU: 0.00W, RAM: 3.20W, GPU: 20.27W)
Round 43, cluster_generation_complete: 23.46W (CPU: 0.00W, RAM: 3.20W, GPU: 20.27W)
Round 43, node_1_training_start: 23.46W (CPU: 0.00W, RAM: 3.20W, GPU: 20.27W)
Round 43, node_1_training_complete: 123.08W (CPU: 1.95W, RAM: 3.20W, GPU: 117.93W)
Round 43, node_1_smpc_start: 121.13W (CPU: 0.00W, RAM: 3.20W, GPU: 117.93W)
Round 43, node_1_smpc_complete: 23.74W (CPU: 0.09W, RAM: 3.19W, GPU: 20.46W)
Round 43, node_2_training_start: 23.51W (CPU: 0.00W, RAM: 3.19W, GPU: 20.32W)
Round 43, node_2_training_complete: 116.87W (CPU: 1.95W, RAM: 3.22W, GPU: 111.70W)
Round 43, node_2_smpc_start: 114.92W (CPU: 0.00W, RAM: 3.22W, GPU: 111.70W)
Round 43, node_2_smpc_complete: 23.55W (CPU: 0.09W, RAM: 3.21W, GPU: 20.25W)
Round 43, node_3_training_start: 23.34W (CPU: 0.00W, RAM: 3.21W, GPU: 20.12W)
Round 43, node_3_training_complete: 125.21W (CPU: 2.10W, RAM: 3.23W, GPU: 119.88W)
Round 43, node_3_smpc_start: 123.11W (CPU: 0.00W, RAM: 3.23W, GPU: 119.88W)
Round 43, node_3_smpc_complete: 23.54W (CPU: 0.09W, RAM: 3.21W, GPU: 20.23W)
Round 43, aggregation_start: 23.09W (CPU: 0.00W, RAM: 3.21W, GPU: 19.88W)
Round 43, aggregation_complete: 26.48W (CPU: 1.71W, RAM: 3.21W, GPU: 21.56W)
Round 44, cluster_generation_start: 25.41W (CPU: 0.03W, RAM: 3.21W, GPU: 22.17W)
Round 44, cluster_generation_complete: 25.38W (CPU: 0.00W, RAM: 3.21W, GPU: 22.17W)
Round 44, node_1_training_start: 25.38W (CPU: 0.00W, RAM: 3.21W, GPU: 22.17W)
Round 44, node_1_training_complete: 114.76W (CPU: 1.95W, RAM: 3.21W, GPU: 109.59W)
Round 44, node_1_smpc_start: 112.81W (CPU: 0.00W, RAM: 3.21W, GPU: 109.59W)
Round 44, node_1_smpc_complete: 23.57W (CPU: 0.09W, RAM: 3.21W, GPU: 20.27W)
Round 44, node_2_training_start: 23.33W (CPU: 0.00W, RAM: 3.21W, GPU: 20.12W)
Round 44, node_2_training_complete: 114.30W (CPU: 1.74W, RAM: 3.25W, GPU: 109.31W)
Round 44, node_2_smpc_start: 112.56W (CPU: 0.00W, RAM: 3.25W, GPU: 109.31W)
Round 44, node_2_smpc_complete: 23.18W (CPU: 0.09W, RAM: 3.21W, GPU: 19.87W)
Round 44, node_3_training_start: 23.05W (CPU: 0.00W, RAM: 3.21W, GPU: 19.84W)
Round 44, node_3_training_complete: 119.62W (CPU: 2.07W, RAM: 3.23W, GPU: 114.32W)
Round 44, node_3_smpc_start: 117.55W (CPU: 0.00W, RAM: 3.23W, GPU: 114.32W)
Round 44, node_3_smpc_complete: 23.04W (CPU: 0.09W, RAM: 3.20W, GPU: 19.75W)
Round 44, aggregation_start: 23.22W (CPU: 0.00W, RAM: 3.20W, GPU: 20.02W)
Round 44, aggregation_complete: 23.22W (CPU: 0.00W, RAM: 3.20W, GPU: 20.02W)
Round 45, cluster_generation_start: 22.73W (CPU: 0.00W, RAM: 3.20W, GPU: 19.53W)
Round 45, cluster_generation_complete: 22.73W (CPU: 0.00W, RAM: 3.20W, GPU: 19.53W)
Round 45, node_1_training_start: 22.73W (CPU: 0.00W, RAM: 3.20W, GPU: 19.53W)
Round 45, node_1_training_complete: 122.77W (CPU: 2.07W, RAM: 3.18W, GPU: 117.51W)
Round 45, node_1_smpc_start: 120.70W (CPU: 0.00W, RAM: 3.18W, GPU: 117.51W)
Round 45, node_1_smpc_complete: 22.95W (CPU: 0.09W, RAM: 3.17W, GPU: 19.69W)
Round 45, node_2_training_start: 23.14W (CPU: 0.00W, RAM: 3.17W, GPU: 19.97W)
Round 45, node_2_training_complete: 121.81W (CPU: 1.86W, RAM: 3.20W, GPU: 116.75W)
Round 45, node_2_smpc_start: 120.85W (CPU: 0.90W, RAM: 3.20W, GPU: 116.75W)
Round 45, node_2_smpc_complete: 22.52W (CPU: 0.09W, RAM: 3.18W, GPU: 19.24W)
Round 45, node_3_training_start: 23.42W (CPU: 0.00W, RAM: 3.18W, GPU: 20.23W)
Round 45, node_3_training_complete: 115.79W (CPU: 1.80W, RAM: 3.21W, GPU: 110.78W)
Round 45, node_3_smpc_start: 113.99W (CPU: 0.00W, RAM: 3.21W, GPU: 110.78W)
Round 45, node_3_smpc_complete: 23.47W (CPU: 0.09W, RAM: 3.19W, GPU: 20.18W)
Round 45, aggregation_start: 23.02W (CPU: 0.00W, RAM: 3.19W, GPU: 19.83W)
Round 45, aggregation_complete: 27.98W (CPU: 1.74W, RAM: 3.19W, GPU: 23.05W)
Round 46, cluster_generation_start: 25.22W (CPU: 0.03W, RAM: 3.19W, GPU: 22.00W)
Round 46, cluster_generation_complete: 25.19W (CPU: 0.00W, RAM: 3.19W, GPU: 22.00W)
Round 46, node_1_training_start: 25.19W (CPU: 0.00W, RAM: 3.19W, GPU: 22.00W)
Round 46, node_1_training_complete: 119.64W (CPU: 1.83W, RAM: 3.22W, GPU: 114.58W)
Round 46, node_1_smpc_start: 117.81W (CPU: 0.00W, RAM: 3.22W, GPU: 114.58W)
Round 46, node_1_smpc_complete: 23.61W (CPU: 0.09W, RAM: 3.19W, GPU: 20.33W)
Round 46, node_2_training_start: 23.61W (CPU: 0.00W, RAM: 3.19W, GPU: 20.42W)
Round 46, node_2_training_complete: 116.32W (CPU: 1.83W, RAM: 3.23W, GPU: 111.26W)
Round 46, node_2_smpc_start: 114.49W (CPU: 0.00W, RAM: 3.23W, GPU: 111.26W)
Round 46, node_2_smpc_complete: 23.44W (CPU: 0.09W, RAM: 3.20W, GPU: 20.15W)
Round 46, node_3_training_start: 23.73W (CPU: 0.00W, RAM: 3.20W, GPU: 20.53W)
Round 46, node_3_training_complete: 115.05W (CPU: 1.77W, RAM: 3.18W, GPU: 110.10W)
Round 46, node_3_smpc_start: 113.28W (CPU: 0.00W, RAM: 3.18W, GPU: 110.10W)
Round 46, node_3_smpc_complete: 23.03W (CPU: 0.09W, RAM: 3.18W, GPU: 19.76W)
Round 46, aggregation_start: 23.52W (CPU: 0.00W, RAM: 3.18W, GPU: 20.34W)
Round 46, aggregation_complete: 26.93W (CPU: 1.80W, RAM: 3.18W, GPU: 21.95W)
Round 47, cluster_generation_start: 25.40W (CPU: 0.03W, RAM: 3.18W, GPU: 22.20W)
Round 47, cluster_generation_complete: 35.36W (CPU: 9.99W, RAM: 3.18W, GPU: 22.20W)
Round 47, node_1_training_start: 23.07W (CPU: 0.00W, RAM: 3.18W, GPU: 19.89W)
Round 47, node_1_training_complete: 115.77W (CPU: 1.74W, RAM: 3.21W, GPU: 110.83W)
Round 47, node_1_smpc_start: 114.03W (CPU: 0.00W, RAM: 3.21W, GPU: 110.83W)
Round 47, node_1_smpc_complete: 23.79W (CPU: 0.09W, RAM: 3.20W, GPU: 20.51W)
Round 47, node_2_training_start: 23.14W (CPU: 0.00W, RAM: 3.19W, GPU: 19.95W)
Round 47, node_2_training_complete: 118.65W (CPU: 1.86W, RAM: 3.18W, GPU: 113.61W)
Round 47, node_2_smpc_start: 116.79W (CPU: 0.00W, RAM: 3.18W, GPU: 113.61W)
Round 47, node_2_smpc_complete: 23.59W (CPU: 0.09W, RAM: 3.18W, GPU: 20.33W)
Round 47, node_3_training_start: 23.14W (CPU: 0.00W, RAM: 3.18W, GPU: 19.96W)
Round 47, node_3_training_complete: 115.86W (CPU: 1.89W, RAM: 3.19W, GPU: 110.78W)
Round 47, node_3_smpc_start: 113.97W (CPU: 0.00W, RAM: 3.19W, GPU: 110.78W)
Round 47, node_3_smpc_complete: 23.85W (CPU: 0.09W, RAM: 3.18W, GPU: 20.57W)
Round 47, aggregation_start: 23.89W (CPU: 0.00W, RAM: 3.18W, GPU: 20.71W)
Round 47, aggregation_complete: 28.49W (CPU: 1.65W, RAM: 3.18W, GPU: 23.66W)
Round 48, cluster_generation_start: 25.25W (CPU: 0.03W, RAM: 3.19W, GPU: 22.04W)
Round 48, cluster_generation_complete: 25.22W (CPU: 0.00W, RAM: 3.19W, GPU: 22.04W)
Round 48, node_1_training_start: 25.22W (CPU: 0.00W, RAM: 3.19W, GPU: 22.04W)
Round 48, node_1_training_complete: 109.91W (CPU: 1.83W, RAM: 3.20W, GPU: 104.88W)
Round 48, node_1_smpc_start: 108.08W (CPU: 0.00W, RAM: 3.20W, GPU: 104.88W)
Round 48, node_1_smpc_complete: 23.74W (CPU: 0.18W, RAM: 3.22W, GPU: 20.34W)
Round 48, node_2_training_start: 23.70W (CPU: 0.00W, RAM: 3.22W, GPU: 20.48W)
Round 48, node_2_training_complete: 114.65W (CPU: 1.89W, RAM: 3.21W, GPU: 109.55W)
Round 48, node_2_smpc_start: 112.76W (CPU: 0.00W, RAM: 3.21W, GPU: 109.55W)
Round 48, node_2_smpc_complete: 23.91W (CPU: 0.09W, RAM: 3.19W, GPU: 20.62W)
Round 48, node_3_training_start: 23.67W (CPU: 0.00W, RAM: 3.19W, GPU: 20.48W)
Round 48, node_3_training_complete: 114.56W (CPU: 1.83W, RAM: 3.21W, GPU: 109.52W)
Round 48, node_3_smpc_start: 112.73W (CPU: 0.00W, RAM: 3.21W, GPU: 109.52W)
Round 48, node_3_smpc_complete: 23.78W (CPU: 0.09W, RAM: 3.20W, GPU: 20.49W)
Round 48, aggregation_start: 23.42W (CPU: 0.00W, RAM: 3.20W, GPU: 20.23W)
Round 48, aggregation_complete: 23.42W (CPU: 0.00W, RAM: 3.20W, GPU: 20.23W)
Round 49, cluster_generation_start: 23.54W (CPU: 0.00W, RAM: 3.20W, GPU: 20.34W)
Round 49, cluster_generation_complete: 23.54W (CPU: 0.00W, RAM: 3.20W, GPU: 20.34W)
Round 49, node_1_training_start: 23.54W (CPU: 0.00W, RAM: 3.20W, GPU: 20.34W)
Round 49, node_1_training_complete: 114.98W (CPU: 1.86W, RAM: 3.21W, GPU: 109.91W)
Round 49, node_1_smpc_start: 113.12W (CPU: 0.00W, RAM: 3.21W, GPU: 109.91W)
Round 49, node_1_smpc_complete: 23.48W (CPU: 0.09W, RAM: 3.19W, GPU: 20.20W)
Round 49, node_2_training_start: 23.32W (CPU: 0.00W, RAM: 3.19W, GPU: 20.13W)
Round 49, node_2_training_complete: 114.22W (CPU: 1.89W, RAM: 3.22W, GPU: 109.11W)
Round 49, node_2_smpc_start: 112.33W (CPU: 0.00W, RAM: 3.22W, GPU: 109.11W)
Round 49, node_2_smpc_complete: 23.55W (CPU: 0.09W, RAM: 3.21W, GPU: 20.25W)
Round 49, node_3_training_start: 23.07W (CPU: 0.00W, RAM: 3.21W, GPU: 19.87W)
Round 49, node_3_training_complete: 114.38W (CPU: 1.74W, RAM: 3.23W, GPU: 109.41W)
Round 49, node_3_smpc_start: 112.64W (CPU: 0.00W, RAM: 3.23W, GPU: 109.41W)
Round 49, node_3_smpc_complete: 23.20W (CPU: 0.09W, RAM: 3.22W, GPU: 19.90W)
Round 49, aggregation_start: 23.26W (CPU: 0.00W, RAM: 3.22W, GPU: 20.04W)
Round 49, aggregation_complete: 23.26W (CPU: 0.00W, RAM: 3.22W, GPU: 20.04W)
Round 50, cluster_generation_start: 23.30W (CPU: 0.00W, RAM: 3.22W, GPU: 20.08W)
Round 50, cluster_generation_complete: 23.30W (CPU: 0.00W, RAM: 3.22W, GPU: 20.08W)
Round 50, node_1_training_start: 23.30W (CPU: 0.00W, RAM: 3.22W, GPU: 20.08W)
Round 50, node_1_training_complete: 110.54W (CPU: 1.83W, RAM: 3.23W, GPU: 105.48W)
Round 50, node_1_smpc_start: 108.71W (CPU: 0.00W, RAM: 3.23W, GPU: 105.48W)
Round 50, node_1_smpc_complete: 23.88W (CPU: 0.09W, RAM: 3.23W, GPU: 20.56W)
Round 50, node_2_training_start: 23.86W (CPU: 0.00W, RAM: 3.23W, GPU: 20.63W)
Round 50, node_2_training_complete: 119.89W (CPU: 1.98W, RAM: 3.25W, GPU: 114.67W)
Round 50, node_2_smpc_start: 117.91W (CPU: 0.00W, RAM: 3.25W, GPU: 114.67W)
Round 50, node_2_smpc_complete: 23.32W (CPU: 0.09W, RAM: 3.24W, GPU: 19.99W)
Round 50, node_3_training_start: 23.49W (CPU: 0.00W, RAM: 3.24W, GPU: 20.25W)
Round 50, node_3_training_complete: 99.48W (CPU: 1.86W, RAM: 3.23W, GPU: 94.40W)
Round 50, node_3_smpc_start: 97.62W (CPU: 0.00W, RAM: 3.23W, GPU: 94.40W)
Round 50, node_3_smpc_complete: 23.74W (CPU: 0.09W, RAM: 3.22W, GPU: 20.43W)
Round 50, aggregation_start: 23.33W (CPU: 0.00W, RAM: 3.22W, GPU: 20.11W)
Round 50, aggregation_complete: 23.33W (CPU: 0.00W, RAM: 3.22W, GPU: 20.11W)
Round 50, blockchain_operations_start: 23.31W (CPU: 0.00W, RAM: 3.22W, GPU: 20.09W)
Round 50, blockchain_operations_complete: 23.31W (CPU: 0.00W, RAM: 3.22W, GPU: 20.09W)
Round global, complete: 23.31W (CPU: 0.00W, RAM: 3.22W, GPU: 20.09W)
